,District,White (Alone),Hispanic or Latino,Black,Asian,Native American,Pacific Islander,Dem,Rep,Total,Margin,Incumbency,pres_16,pres_20,State,Shift,rep_raise,rep_spend,dem_raise,dem_spend,dem_supported,dem_opposed,gop_supported,gop_opposed,dem_total_spent,gop_total_spent,spending_delta,Uncontested,WAR,WAR_raw,Democrat,Republican
134,IA-04,6.4338667471930036,3.1110667262204927,1.7481111785803107,1.7872664564653749,1.4273056631985932,0.5365674661208715,84230.0,186467.0,277008.0,36.91,1.0,-0.4410844629822731,0.2647753249257008,IA,0.043,2863637.0,1800778.0,52978.0,48879.0,0,0,61292,8,48887.0,1862070.0,4.990541393362622,False,R +5.4,0.053718902115095946,Ryan Melton,Randy Feenstra
135,ID-01,6.386817347224336,3.4407444920845704,0.9398488494806873,1.6171485262565408,2.1919218587024214,0.48728494508163417,82261.0,222901.0,312442.0,45.01,1.0,-0.4749199573105656,0.3926470216322224,ID,0.06,527510.0,446912.0,69555.0,61018.0,0,0,580,0,61018.0,447492.0,2.6874898786748544,False,R +3.0,0.029560342176843446,Kaylee Peterson,Russ Fulcher
136,ID-02,6.3445131374760315,3.722239453292936,1.2727695404694959,1.86314001648972,2.015405502582643,0.5164029160706463,98736.0,172450.0,271186.0,27.18,1.0,-0.538788522848034,0.23711984873962,ID,0.06,1618707.0,1634330.0,13705.0,9083.0,0,0,1577172,435263,444346.0,3211502.0,2.825870207692403,False,D +2.1,-0.02124530844278144,Wendy Norman,Mike Simpson
137,IL-01,5.247123077601179,3.150315419971377,5.728332064778061,1.856371914954327,1.256765471661596,0.1238519240293324,159142.0,78258.0,237425.0,-34.07,0.0,-0.41163793103448276,-0.4296230270285095,IL,0.051,5896.0,5250.0,767526.0,733677.0,1145314,0,0,0,1878991.0,5250.0,-6.952662775195892,False,R +7.5,0.0750951762391458,Jonathan Jackson,Eric Carlson
138,IL-02,5.219855224042204,3.8438167091172732,5.625249285821169,1.226263780435971,1.5070908082122394,0.145159954485494,140414.0,68761.0,209175.0,-34.26,-1.0,-0.08915145005370562,-0.4059237885088687,IL,0.051,0.0,0.0,1708726.0,1263592.0,81549,0,0,0,1345141.0,0.0,-7.082299159005277,False,R +6.6,0.06568471864836117,Robin Kelly,Thomas Lynch
139,IL-03,5.451781055151201,5.485107211522348,2.8145188025608143,3.0539599906932176,2.154225886218356,0.2317138478070249,121764.0,55995.0,177759.0,-37.0,0.0,-0.7949790794979079,-0.42264030546607245,IL,0.051,28008.0,25733.0,979728.0,825941.0,1078098,348061,7500,0,1904039.0,381294.0,-2.2902953325198765,False,D +0.9,-0.008716832635950578,Delia Ramirez,Justin Burau
140,IL-04,4.766168973790532,6.005206759494698,2.770057158529784,2.5050558057266588,2.5462826241024854,0.15983829355838114,91036.0,37352.0,133047.0,-40.35,-1.0,-0.16791443850267385,-0.4729196074477381,IL,0.051,0.0,0.0,924773.0,999453.0,231871,0,0,0,1231324.0,0.0,-6.955735914578361,False,R +3.6,0.03555028822552958,Chuy Garcia,James Falakos
141,IL-05,6.215207575883483,3.5435233518279885,2.116058743906346,3.67347094308644,1.136311543152737,0.16103301396406072,190999.0,79112.0,274550.0,-40.75,-1.0,-0.451063829787234,-0.4032464954341386,IL,0.051,28663.0,26617.0,1056284.0,856637.0,18,0,0,8,856663.0,26617.0,-4.564885611398448,False,D +3.6,-0.03612308987297275,Mike Quigley,Tommy Hanson
142,IL-06,6.24075932407932,3.6785389451697905,2.780304487049284,2.9136466350030106,1.2266534217352818,0.12741806365525718,150496.0,126351.0,276859.0,-8.72,-1.0,-0.24622030237580994,-0.11085269526867969,IL,0.051,1477478.0,1458013.0,5470835.0,5714640.0,235105,1974495,146643,882265,6832010.0,3579151.0,-0.9307775923041989,False,D +0.6,-0.006444453976266112,Sean Casten,Keith Pekau
143,IL-07,5.075192807150968,3.892231343332872,5.458928378727029,3.4874635308342516,1.306449166983417,0.16832157788812566,167650.0,0.0,167746.0,-99.94,-1.0,-0.11422413793103459,-0.7399692383646963,IL,0.051,0.0,0.0,678246.0,871358.0,560711,0,0,0,1432069.0,0.0,-7.171996385959736,True,,,Danny Davis,None
144,IL-08,5.893001320676601,4.440742743353252,2.526281516020038,4.013725432643407,1.6312543491526788,0.17556790052619223,117880.0,89335.0,207215.0,-13.78,-1.0,0.44973544973544977,-0.1570116690640012,IL,0.051,467109.0,454901.0,8342354.0,5309490.0,18,6170,0,0,5309508.0,461071.0,-3.497276392500281,False,D +1.4,-0.013882765621920368,Raja Krishnamoorthi,Chris Dargis
145,IL-09,5.96768942945813,3.662021985905828,3.419792613807702,4.089922674464693,1.3402709782588356,0.19454037806981037,179615.0,70915.0,250530.0,-43.39,-1.0,-0.08934337997847164,-0.42254599595873654,IL,0.051,9896.0,5840.0,1540224.0,1358574.0,18,0,0,0,1358592.0,5840.0,-6.432976273702028,False,D +3.0,-0.030335275695753783,Jan Schakowsky,Max Rice
146,IL-10,5.967803411074989,4.4729469748254,3.023656285902011,3.280203379470073,1.6818718881750294,0.2266077103352475,152566.0,89599.0,242165.0,-26.0,-1.0,-0.09267241379310354,-0.2636127223150875,IL,0.051,34275.0,21920.0,3763612.0,5375466.0,18,42904,13945,0,5375484.0,78769.0,-5.922876252024407,False,D +0.7,-0.006571496536529053,Brad Schneider,Joseph Severino
147,IL-11,6.078338044518163,4.124141274456374,2.9263975893097736,3.3148116388888016,1.483617981297227,0.1459698435346458,149172.0,115069.0,264241.0,-12.91,-1.0,0.4087513340448239,-0.15625696389113375,IL,0.051,2718109.0,2676580.0,3301695.0,6169205.0,113,804364,371450,0,6169318.0,3852394.0,-0.6779522792427234,False,D +2.1,-0.02145262015138577,Bill Foster,Cataline Lauf
148,IL-12,6.476522607845092,1.7530685318239332,2.7128051754531053,1.2715870041421953,1.6026421125608938,0.15753705638941315,72791.0,218379.0,291171.0,50.0,1.0,0.25677139761646806,0.4356884394875691,IL,0.051,1647794.0,1632627.0,65213.0,62592.0,0,0,572699,0,62592.0,2205326.0,4.9315646415760135,False,R +1.7,0.017343904414444,Chip Markel,Mike Bost
149,IL-13,6.104211757197131,2.4034350345859075,4.412531856659182,2.6726951780098704,1.6096633985459015,0.17494305378513042,141788.0,108646.0,250450.0,-13.23,0.0,-0.07243243243243247,-0.11482733535880862,IL,0.051,2096449.0,2086952.0,3855763.0,3814634.0,532648,0,112056,3201527,7548809.0,2199008.0,-1.774760291349407,False,D +4.5,-0.04549573925295919,Nikki Budzinski,Regan Deering
150,IL-14,5.992636360202255,4.396846326778443,3.482357230834055,2.7368519517979943,1.6735129622742624,0.13254066887765587,128141.0,108451.0,236600.0,-8.32,-1.0,-0.12526539278131632,-0.1169791021038229,IL,0.051,651392.0,631137.0,6799295.0,6323869.0,356785,13052,7752,869376,7550030.0,651941.0,-3.5136174215612748,False,R +2.0,0.019878984516317005,Lauren Underwood,Scott Gryder
151,IL-15,6.521202007203472,1.7731064499875215,2.132348075136843,1.0181620678764185,1.4749258125329303,0.13788146290532724,86396.0,213007.0,299403.0,42.29,1.0,0.26865671641791056,0.3955119250799781,IL,0.051,2002955.0,1773491.0,44027.0,43116.0,0,0,2310310,3559217,3602333.0,4083801.0,0.1805100819161264,False,R +1.3,0.013272774272017451,Paul Lange,Mary Miller
152,IL-16,6.463549272019094,2.6505265879825695,1.8712053129124042,1.815958500209816,1.4825178427478776,0.12026528266031705,100325.0,197621.0,297946.0,32.66,1.0,0.36315228966986157,0.22011026462488048,IL,0.051,3883147.0,2863498.0,37618.0,37618.0,0,0,8870,0,37618.0,2872368.0,5.919603702609496,False,R +2.2,0.02176533161002142,Elizabeth Haderlein,Darin LaHood
153,IL-17,6.189109819915005,3.3780623441270716,3.923359054055314,1.8320809495332766,1.5950107123607946,0.17747028226238687,121186.0,111931.0,233123.0,-3.97,0.0,0.36480686695278974,-0.07978851534560816,IL,0.051,4913573.0,4718018.0,3064007.0,2960151.0,972784,7008692,0,0,3932935.0,11726710.0,1.5736862204274258,False,D +2.1,-0.021206565386927737,Eric Sorensen,Esther Joy King
154,IN-01,6.004576685232996,3.935697124402393,4.317552014317879,1.504991943187473,1.6361095779521484,0.12760667719193095,112656.0,100542.0,213207.0,-5.68,-1.0,0.25107296137339064,-0.08492941443215318,IN,0.051,3400454.0,3305882.0,2462707.0,2480614.0,151595,7219491,1893904,5170206,7802415.0,12419277.0,0.6699018853750661,False,D +1.0,-0.01002265108538622,Frank Mrvan,Jennfier-Ruth Green
155,IN-02,6.328199355428408,3.3547348154060033,3.0274951087017232,1.5522055934241863,1.6567047873377214,0.1484796562481074,62955.0,125537.0,194373.0,32.2,0.0,0.3967914438502673,0.22993571183196737,IN,0.051,1113991.0,783601.0,103536.0,92955.0,0,0,60493,0,92955.0,844094.0,3.0523809628997096,False,R +5.5,0.05460148139023052,Paul Steury,Rudy Yakym
156,IN-03,6.394252966190597,2.691998552200268,2.9238414198252256,1.9064919859657106,1.5122664125473473,0.15059808068122937,60577.0,131579.0,201542.0,35.23,1.0,-0.38166311300639655,0.30552963861416926,IN,0.051,2574552.0,1621524.0,74217.0,73224.0,0,0,51589,0,73224.0,1673113.0,4.337988598247735,False,R +0.8,0.008063949223836742,Gary Snyder,Jim Banks
157,IN-04,6.399367398147343,2.7848741396605443,2.334623235920117,2.3980124544362935,1.5424463672977584,0.663980191151885,62834.0,134864.0,197698.0,36.43,1.0,0.36084656084656075,0.29815733480319806,IN,0.051,430713.0,280434.0,0.0,0.0,0,0,70392,0,0.0,350826.0,5.173231393346513,False,D +0.8,-0.00796636991859695,Roger Day,Jim Baird
158,IN-05,6.39983212314111,2.2594636968758164,2.933076189194501,2.297141277563584,1.4856976027624527,0.13347845110549264,93434.0,146575.0,240009.0,22.14,1.0,0.29947089947089944,0.16264805356061385,IN,0.051,4046343.0,2484890.0,41056.0,40198.0,0,0,127986,8,40206.0,2612876.0,5.707146006093912,False,D +2.7,-0.02679161041991099,Jeannine Lee Lake,Victoria Spartz
159,IN-06,6.409231391360201,2.385825325614644,2.449182131940675,2.599903694201057,1.5417299558350859,0.16849987196743202,62838.0,130686.0,193524.0,35.06,1.0,0.033441208198489836,0.32619849829687886,IN,0.051,2231424.0,2277354.0,50692.0,30466.0,0,0,67726,0,30466.0,2345080.0,5.862922009593448,False,D +4.8,-0.04832476461858881,Cinde Wirth,Greg Pence
160,IN-07,5.684099524337797,3.7205879922902634,5.102506830047919,1.9019431810887346,1.5937250120672515,0.1786282576674363,117309.0,53631.0,175180.0,-36.35,-1.0,0.049568965517241326,-0.43137866186630736,IN,0.051,497656.0,493628.0,843564.0,1060510.0,10,16951,0,0,1060520.0,510579.0,-1.0401227289936799,False,R +1.0,0.010008269435588524,Andre Carson,Angela Grabovsky
161,IN-08,6.495034702849851,1.7889340420208302,2.496223762865566,1.2174041943932858,1.5051682152534478,0.20166547911676516,68109.0,141995.0,216040.0,34.2,1.0,0.03239740820734349,0.33448452554787766,IN,0.051,1407731.0,1105861.0,148845.0,126354.0,0,0,60984,0,126354.0,1166845.0,3.109495390257113,False,D +2.1,-0.02099549159639419,Ray McCormick,Larry Bucshon
162,IN-09,6.483826188014948,2.1142608689722264,2.1412731099949682,1.707251057327499,1.640363356759402,0.1475647769440357,75700.0,143166.0,225276.0,29.95,0.0,0.28907922912205564,0.2785815959617901,IN,0.051,1346448.0,918299.0,122824.0,117103.0,10,0,1147876,42024,159137.0,2066175.0,3.617663853182095,False,D +0.7,-0.0067050504247621046,Matthew Fyfe,Erin Houchin
163,KS-01,6.297887742597349,3.8126636366974043,2.2227611270166903,1.8052837563221549,2.0757411228580285,0.2786295787270434,77092.0,161333.0,238425.0,35.33,1.0,0.36412459720730417,0.3028606062136585,KS,-0.002,1230870.0,379238.0,14792.0,14413.0,0,0,7984,0,14413.0,387222.0,4.024224031026088,False,R +2.1,0.020732233667091482,Jimmy Beard,Tracey Mann
164,KS-02,6.215199557345985,3.5409498272950497,3.44022023831245,1.6912660648464057,2.3610974709426764,0.3814212531027856,98852.0,134506.0,233358.0,15.28,1.0,0.2021621621621621,0.16671014870858336,KS,-0.002,1467757.0,1163446.0,1095913.0,1093331.0,0,0,0,0,1093331.0,1163446.0,0.08888578771179641,False,D +1.5,-0.015193418356709315,Patrick Schmidt,Jake LaTurner
165,KS-03,6.301332110232632,3.249297922969029,2.676468648932966,2.6769553112590048,1.8092022393954164,0.19902872764770868,165527.0,128839.0,301294.0,-12.18,-1.0,0.05817782656421522,-0.04548089243222353,KS,-0.002,3829890.0,3845592.0,7746318.0,8138769.0,1657797,2394858,648060,5334782,15131348.0,6888510.0,-1.1341369560538703,False,D +5.8,-0.05772463071189232,Sharice Davids,Amanda Adkins
166,KS-04,6.214422637756411,3.5983096279497704,3.1271421968452,2.3393688042878478,2.3589444469259186,0.2965748354087837,83851.0,144889.0,228740.0,26.68,1.0,0.29398907103825134,0.2226144400600094,KS,-0.002,1869922.0,1710795.0,43066.0,30605.0,0,0,9193,0,30605.0,1719988.0,5.412960832194753,False,R +0.1,0.0006896439944869548,Bob Hernandez,Ron Estes
167,KY-01,6.439897989927379,2.006223779790773,3.1479823683069723,0.9916488285752544,1.598272476765519,0.17234449324971016,61701.0,184157.0,245858.0,49.81,1.0,0.46097814776274726,0.4338642659279779,KY,0.057,1636714.0,943759.0,7867.0,7867.0,0,0,0,0,7867.0,943759.0,5.738255445005387,False,R +0.3,0.002983996796105004,Jimmy Ausbrooks,James Comer
168,KY-02,6.437194961830965,2.1199748230660966,2.8587379308089504,1.7066312563027382,1.6233971116770687,0.3138105673642026,66769.0,170487.0,237256.0,43.72,1.0,0.4171907756813418,0.3737258297258297,KY,0.057,2236029.0,2138747.0,81044.0,77492.0,0,0,0,0,77492.0,2138747.0,4.618200707874614,False,R +0.3,0.002831904691100451,Hank Linderman,Brett Guthrie
169,KY-03,6.057747699306961,2.972710179276817,4.525894179493566,2.247808438440115,1.5249091554891443,0.22425175029663366,160920.0,98637.0,259587.0,-23.99,0.0,-0.16367476240760293,-0.2277499596188015,KY,0.057,605723.0,604271.0,3063645.0,2774234.0,1023693,0,0,0,3797927.0,604271.0,-2.6320586419100063,False,D +4.8,-0.0484709514850131,Morgan McGarvey,Stuart Ray
170,KY-04,6.484689273936396,2.1253418247181375,2.3308978287405444,1.3219397446118357,1.6156839302026087,0.21096560568102982,79977.0,167541.0,257629.0,33.99,1.0,0.38835978835978824,0.33118880130085904,KY,0.057,1086317.0,936274.0,300688.0,295682.0,2036,0,20000,646,298364.0,956274.0,1.6477979952321904,False,D +1.7,-0.016672984203852104,Matt Lehman,Thomas Massie
171,KY-05,6.571719862880061,1.1860981117658143,1.5691254216899073,0.6151882027369147,1.498013524958927,0.07766636451238851,38549.0,177712.0,216270.0,64.35,1.0,0.6185567010309279,0.6013327063714997,KY,0.057,808834.0,880091.0,18702.0,19103.0,0,0,0,0,19103.0,880091.0,4.934713058025978,False,R +0.5,0.005364244641350213,Conor Halbleib,Hal Rogers
172,KY-06,6.356784476080068,2.5898646851563614,3.3364175897369823,1.910176571120071,1.5831058540743794,0.3115710000678036,83005.0,154762.0,246818.0,29.07,1.0,0.18723404255319154,0.11213241490903769,KY,0.057,3790955.0,2028103.0,239087.0,239087.0,0,0,12940,0,239087.0,2041043.0,3.0416361046181493,False,R +11.9,0.11897752905765993,Geoff Young,Andy Barr
173,LA-01,6.146963467182571,3.57773987773636,3.8562355775309647,2.0175932496932427,1.9920175317213893,0.1656660729289425,61467.0,177670.0,244044.0,47.62,1.0,0.4528301886792452,0.3968601817391797,LA,0.136,18328293.0,19798278.0,149907.0,148179.0,0,0,0,0,148179.0,19798278.0,6.9684015782302,False,D +5.7,-0.05729879861050846,Katie Darling,Steve Sclaise
174,LA-02,4.946952386842262,3.1436407543963933,5.8984459634011115,2.093073837022896,1.3282555833671086,0.15159368891373634,158120.0,46927.0,205047.0,-54.23,-1.0,-0.5413223140495869,-0.5333837297887173,LA,0.136,32371.0,36052.0,3072128.0,3020918.0,28600,1011739,0,0,3049518.0,1047791.0,-1.532249781309811,False,D +11.4,-0.11356491256590878,Troy Carter,Dan Lux
175,LA-03,6.087640231709159,2.50759459144696,4.679588858472516,1.599503986306068,1.423609294080587,0.14697913550471253,44813.0,174864.0,224552.0,57.92,1.0,0.3927461139896373,0.3831188154568437,LA,0.136,1034658.0,1054243.0,38790.0,36984.0,0,0,8072,56794,93778.0,1062315.0,3.3691562268872683,False,R +9.6,0.09598758765186627,None,Clay Higgins
176,LA-04,5.885535498995604,2.3412843402620966,5.1218349821897755,1.3035130169515923,1.8258980027421687,0.23091146893271308,0.0,1.0,1.0,100.0,1.0,0.23946557040082217,0.24495328180874387,LA,0.136,1341505.0,1090167.0,0.0,0.0,0,0,0,0,0.0,1090167.0,6.7815787242382015,True,,,None,Mike Johnson
177,LA-05,5.937493788168728,2.20493736745921,5.083754818142609,1.1982639420059533,1.5592336348949942,0.13390089737634123,54532.0,169021.0,223553.0,51.21,1.0,0.29508196721311486,0.30097261674151676,LA,0.136,2796195.0,1957234.0,12275.0,10432.0,0,0,34448,0,10432.0,1991682.0,6.614238556241312,False,R +7.5,0.07490257617692703,Various Dems,Julia Letlow
178,LA-06,6.044610921133379,2.8778702169402055,4.635793282944045,1.929269706578067,1.5440343574145174,0.12267050406354849,0.0,205219.0,235928.0,86.98,1.0,0.3688610240334378,0.3099692892457273,LA,0.136,1971979.0,1357973.0,0.0,0.0,0,0,721747,0,0.0,2079720.0,7.707165839414363,True,,,None,Garret Graves
179,MA-01,6.213769382869942,4.068849786406215,3.0551091876241383,1.9064178908071436,1.4599216177718968,0.22833022620004284,157635.0,98386.0,256399.0,-23.11,-1.0,-0.1895991332611051,-0.22104629218616556,MA,0.003,19753.0,19167.0,3468962.0,2308225.0,0,0,0,0,2308225.0,19167.0,-6.3125397825168665,False,R +3.1,0.030919272234116668,Richard Neal,Dean Martilli
180,MA-02,6.226278267272861,3.4063736383094345,2.907102602326065,3.13503849695962,1.2488128967905903,0.16416568507167814,180639.0,91956.0,272871.0,-32.5,-1.0,-0.25820568927789944,-0.3151387073272811,MA,0.003,140906.0,135093.0,1110792.0,951262.0,18,0,0,0,951280.0,135093.0,-2.727978799586297,False,D +0.6,-0.005553485128727997,Jim McGovern,Jeffrey Sossa-Paquette
181,MA-03,6.0283745471276,4.35608166151533,2.8726535913329556,3.2494767207520683,1.2669597986456147,0.2284124931115607,154496.0,88585.0,243301.0,-27.09,-1.0,-0.2282608695652174,-0.2799614152491977,MA,0.003,158095.0,153325.0,1953390.0,1346700.0,8,0,0,0,1346708.0,153325.0,-3.054292702594336,False,R +0.9,0.009336599580307248,Lori Trahan,Dean Tran
182,MA-04,6.3501334723399,2.6036707699769153,2.4883470105470926,3.025105429348032,0.9697175360256458,0.15514503573657504,201882.0,0.0,208279.0,-96.93,-1.0,-0.24271844660194175,-0.2899973091318281,MA,0.003,0.0,0.0,2963586.0,1008469.0,0,0,0,0,1008469.0,0.0,-6.6702582582209855,True,,,Jake Auchincloss,None
183,MA-05,6.086131287777554,3.377067580536144,2.8615941497355775,3.8904882998148387,0.9387318200637434,0.15727611350951912,203994.0,71491.0,275671.0,-48.07,-1.0,-0.46737967914438505,-0.5198691916276539,MA,0.003,106502.0,104977.0,2148443.0,2234727.0,30,0,0,8,2234765.0,104977.0,-4.287147221569947,False,R +3.6,0.03593300302017188,Katherine Clark,Caroline Colarusso
184,MA-06,6.3324422597345915,3.3493129172593203,2.4197116858681516,2.645097946023405,1.0404107176583404,0.1383342862158585,198119.0,110770.0,315081.0,-27.72,-1.0,-0.19956850053937436,-0.28101784531048946,MA,0.003,53298.0,39759.0,2072468.0,1525151.0,8,0,0,0,1525159.0,39759.0,-4.947286784291118,False,R +2.3,0.022617041191359377,Seth Moulton,Bob May
185,MA-07,5.431404938044361,4.347707605849672,4.659259488834272,3.888970601976166,1.2580002838955466,0.26017713140536347,151825.0,27129.0,179511.0,-69.46,-1.0,-0.7552742616033755,-0.7344394867139261,MA,0.003,0.0,0.0,1383430.0,1538521.0,18,127500,0,0,1538539.0,127500.0,-3.4934041940369838,False,R +1.1,0.011187828512321474,Ayanna Pressley,Donnie Palmer
186,MA-08,6.131606616671516,2.806402346074428,3.736867210935053,3.487351172005545,0.9333019272830356,0.17023340404436996,189987.0,82126.0,272564.0,-39.57,-1.0,-0.2955032119914348,-0.36065754606671063,MA,0.003,0.0,0.0,893006.0,800328.0,0,0,0,0,800328.0,0.0,-6.3404340870698945,False,D +0.6,-0.006170987653671578,Stephen Lynch,Robert Burke
187,MA-09,6.429693592404708,2.5456576876086716,2.464381938586211,1.4169828038169798,1.2293629666622579,0.16319354924584428,197823.0,136347.0,334320.0,-18.39,-1.0,-0.10656620021528529,-0.18512584641196983,MA,0.003,352306.0,333442.0,716822.0,1215489.0,0,0,0,0,1215489.0,333442.0,-1.8352191501943687,False,R +2.4,0.02380981904891119,Bill Keating,Jesse Brown
188,MD-01,6.247541699288948,2.4606970122002876,4.042687770335872,2.0202269916444435,1.5464285116835799,0.20171870063713151,126511.0,159673.0,293358.0,11.3,1.0,0.24416135881104029,0.14833987240115576,MD,0.031,1907063.0,2125027.0,2753545.0,2697646.0,10,0,970,24128,2721784.0,2125997.0,-0.3549337946149322,False,D +5.7,-0.057149178149982216,Heather Mizeur,Andy Harris
189,MD-02,5.986284758094316,2.6041854315953543,4.663327949727061,2.972772542613623,1.353551367746649,0.15279880823099287,158998.0,109075.0,268434.0,-18.6,-1.0,-0.1187165775401069,-0.2125089026925917,MD,0.031,500313.0,499787.0,1078836.0,1313109.0,0,0,0,0,1313109.0,499787.0,-1.37596542921949,False,R +1.5,0.01502383212786032,Dutch Ruppersberger,Nicolee Ambrose
190,MD-03,5.945048589629717,3.1034411685210945,4.278387054338157,3.687138616949244,1.5021188905107001,0.23821567281019151,175514.0,115801.0,291602.0,-20.48,-1.0,-0.1477885652642934,-0.2605137879266751,MD,0.031,483601.0,474071.0,184228.0,728908.0,18,0,0,0,728926.0,474071.0,-0.6102112254163399,False,R +2.9,0.02867864626754757,John Sarbanes,Yuripzy Morgan
191,MD-04,3.7348013291972646,4.5213343659828364,5.9256142032914925,2.8904200765414116,1.8054084361431972,0.23684546434770737,144168.0,15441.0,160009.0,-80.45,0.0,-0.8467908902691511,-0.8237486401912462,MD,0.031,57395.0,56069.0,1648375.0,1504287.0,2308738,439708,0,0,3813025.0,495777.0,-2.918141296809207,False,D +4.9,-0.04949845397758246,Glenn Ivey,Jeff Warner
192,MD-05,5.543837077444222,2.8145922788778375,5.457850874025247,2.387175078682585,1.6948021103717845,0.28597115618036284,182478.0,94000.0,276920.0,-31.95,-1.0,-0.252910052910053,-0.3710902417118982,MD,0.031,62613.0,63678.0,3831253.0,3976368.0,20,0,0,8,3976396.0,63678.0,-5.7577073214965795,False,R +6.8,0.06829129382686577,Steny Hoyer,Chris Palombi
193,MD-06,6.012783299786183,3.6583851300233103,3.897663205759665,3.384232092405576,1.5683146196245845,0.21698088758049253,140295.0,115771.0,256398.0,-9.56,-1.0,-0.012820512820512664,-0.10028746125313337,MD,0.031,1016401.0,1101721.0,13106436.0,10060317.0,3724,0,6509,0,10064041.0,1108230.0,-3.1713536472004202,False,R +0.5,0.0045103856849535995,David Trone,Neil Parrott
194,MD-07,5.064710536145281,3.033621493612196,5.800348047532086,2.5383051850177583,1.5053753499421136,0.18630547594389626,151640.0,32737.0,184801.0,-64.34,-1.0,-0.6306400839454355,-0.645012055750495,MD,0.031,0.0,0.0,595498.0,293821.0,0,0,0,0,293821.0,0.0,-4.925149686744441,False,D +1.0,-0.009645080136364448,Kweisi Mfume,Scott Collier
195,MD-08,5.581193830184909,4.244063164131381,4.2663342049199215,4.090574744093296,1.4422190378800095,0.22227248509206307,211842.0,47965.0,264206.0,-62.03,-1.0,-0.6089266737513284,-0.6359440790729033,MD,0.031,14794.0,16755.0,4529335.0,2706302.0,18,0,0,8,2706328.0,16755.0,-6.665705358165618,False,D +1.0,-0.010498028494516976,Jamie Raskin,Gregory Coll
196,ME-01,6.523940536202809,1.4982359698864367,1.744031595544212,1.6136814521727743,1.4859909416580641,0.141958303182501,219753.0,129263.0,349176.0,-25.92,-1.0,-0.15450643776824025,-0.23465244429130983,ME,-0.075,445884.0,421421.0,567473.0,601494.0,22,0,0,0,601516.0,421421.0,-0.5032938432787074,False,R +5.2,0.05180915327009927,Chellie Pingree,Ed Thelander
197,ME-02,6.54381271121869,1.2353255376111423,1.3807613654921933,1.1253074959928522,1.8762040367432518,0.1419941406131991,165136.0,146142.0,311278.0,-6.1,-1.0,0.0976138828633406,0.06280681604666127,ME,-0.075,3608117.0,3496931.0,5959779.0,6006941.0,3639096,10863217,546295,6852172,16498209.0,14906443.0,-0.14628005949556339,False,D +2.3,-0.02256086042888581,Jared Golden,Bruce Poliquin
198,MI-01,6.521366148608682,1.3894888764299758,1.2305665734941,0.8881188816931768,2.4515126699764163,0.14677963749464773,145403.0,233094.0,388599.0,22.57,1.0,0.24656084656084643,0.20088306969350223,MI,0.004,1725156.0,1805210.0,586637.0,540490.0,0,0,819,0,540490.0,1806029.0,1.7219989794072719,False,R +3.8,0.03830658287975666,Bob Lorinser,Jack Bergman
199,MI-02,6.4945355536269025,2.2676338383976002,1.9058841798415969,0.8878621626280583,1.860714079902867,0.10982138608485949,116452.0,216222.0,339521.0,29.39,1.0,0.29850746268656714,0.2871209350167301,MI,0.004,2179970.0,2256214.0,23155.0,23155.0,0,0,132,0,23155.0,2256346.0,6.0949978670709575,False,D +2.1,-0.021138297320611454,Jerry Hilliard,John Moolenaar
200,MI-03,6.228768720144639,3.2943720530593246,3.668857691851795,2.1717654858510347,1.6376789646246739,0.15507911703279725,185989.0,142229.0,338988.0,-12.91,0.0,-0.001071811361200492,-0.0865877851951693,MI,0.004,1663591.0,1639435.0,3695081.0,3657092.0,58722,2942589,940877,5479556,9195370.0,5522901.0,-0.7344396004036439,False,D +5.3,-0.05263577535644237,Hillary Scholten,John Gibbs
201,MI-04,6.311366712235292,3.008565520304734,3.3192421540428763,1.9800575989343367,1.7389064317508178,0.14806972893646206,143690.0,183936.0,338348.0,11.89,1.0,0.10021321961620466,0.04015849662438309,MI,0.004,3027361.0,3188978.0,37259.0,35359.0,4909,43994,86231,0,40268.0,3319203.0,6.049392742027303,False,R +2.0,0.019625961437342576,Joseph Alfonso,Bill Huizenga
202,MI-05,6.453092558914918,2.3582425859197897,2.5548959242316203,1.1463806160732855,1.8011788593705316,0.1085958395131156,110946.0,198020.0,317258.0,27.45,1.0,0.26906779661016933,0.2458939112031655,MI,0.004,1489366.0,1161028.0,164510.0,161422.0,1702,0,132,8,163132.0,1161160.0,2.757993877630478,False,R +2.2,0.02188327943479018,Bart Goldberg,Tim Walberg
203,MI-06,6.180032477990005,2.4160069457399524,3.5650112765950377,3.5982187240555126,1.485038483371423,0.1607279572165719,241759.0,125167.0,366927.0,-31.78,-1.0,-0.2184873949579832,-0.27027236991345693,MI,0.004,12070.0,11777.0,1555257.0,1559436.0,5360,0,0,0,1564796.0,11777.0,-6.176215920884393,False,D +0.6,-0.0059678699598039175,Debbie Dingell,Whittney Williams
204,MI-07,6.375607566278592,2.528353163062833,2.962872351988486,2.25236850997905,1.6714530088542985,0.1610956800234519,192809.0,172624.0,372708.0,-5.42,-1.0,0.04042553191489362,-0.0053228769187779745,MI,0.004,2787459.0,2765615.0,9847776.0,11233702.0,1725302,11307455,2880633,10820546,23779550.0,16953703.0,-0.48787685258456404,False,D +2.7,-0.02710982855052336,Elissa Slotkin,Tom Barrett
