,District,White (Alone),Hispanic or Latino,Black,Asian,Native American,Pacific Islander,Dem,Rep,Total,Margin,Incumbency,pres_16,pres_20,State,Shift,rep_raise,rep_spend,dem_raise,dem_spend,dem_supported,dem_opposed,gop_supported,gop_opposed,dem_total_spent,gop_total_spent,spending_delta,Uncontested,WAR,WAR_raw,Democrat,Republican
346,SC-04,6.088486712851136,3.321951569250118,4.324015309289619,2.0239533188496632,1.5878310272645304,0.18644034084805236,0.0,165607.0,182365.0,90.81,1.0,0.2515856236786471,0.18893741415137533,SC,0.095,1422245.0,887690.0,0.0,0.0,0,0,0,39911,39911.0,887690.0,4.168787609352554,True,,,None,William Timmons
347,SC-05,6.076684449901535,2.466925653988472,4.681607919604133,1.7030082811253295,1.6342200439517864,0.16482084871304428,83299.0,154725.0,241707.0,29.55,1.0,0.21123829344432887,0.18419001711241223,SC,0.095,394232.0,579998.0,0.0,0.0,1040,0,680,8,1048.0,580678.0,5.740514749479891,False,R +0.4,0.0041182136311979645,Evangeline Hundley,Ralph Norman
348,SC-06,5.509483972523117,2.6591605880764555,5.5816588762662045,1.6415214413969044,1.3898941072069368,0.23332394318997848,130923.0,79879.0,211028.0,-24.19,-1.0,-0.3284823284823285,-0.3257524801153415,SC,0.095,202043.0,186411.0,3533642.0,3097811.0,20,0,0,0,3097831.0,186411.0,-3.9839604187314697,False,R +4.8,0.0479838130428108,Jim Clyburn,Duke Buckner
349,SC-07,6.090203331821006,2.3274262815495037,4.721900075587044,1.2581906716908589,1.5830989335453918,0.16054463297816385,89030.0,164440.0,253865.0,29.7,0.0,0.19464469618949543,0.18846991991316342,SC,0.095,1400574.0,1149888.0,0.0,0.0,0,0,30081,345200,345200.0,1179969.0,1.7442205034310403,False,R +5.0,0.04967187114656177,Daryl Scott,Russell Fry
350,SD-AL,6.393854701918296,2.1904287590720495,1.6936424804141386,1.5128351927496624,3.3302047277156612,0.20708163324028506,0.0,253821.0,327841.0,77.42,1.0,0.3197424892703862,0.26869559723363,SD,0.04,2568405.0,1262207.0,0.0,0.0,0,0,176374,293924,293924.0,1438581.0,2.252857847810347,True,,,None,Dusty Johnson
351,TN-01,6.501202031589034,2.2510952786610017,1.9036343957593127,1.0579620889649406,1.7911013513597387,0.1519913936567863,37032.0,147153.0,187896.0,58.61,1.0,0.5916666666666668,0.5516148542397483,TN,0.071,1948164.0,1287903.0,0.0,0.0,0,0,0,0,0.0,1287903.0,7.020038755971435,False,D +2.9,-0.028627223732197837,Cameron Parsons,Diana Harshbarger
352,TN-02,6.414459881316682,2.4175297220867393,2.86806866124372,1.6963687443164541,1.8142652093380918,0.15195504249690067,66637.0,141041.0,207678.0,35.83,1.0,0.3736730360934182,0.29786862683945037,TN,0.071,1404258.0,1135540.0,85153.0,79991.0,0,0,0,66923,146914.0,1135540.0,2.8679818539559214,False,D +0.4,-0.003631988396882002,Mark Harmon,Tim Burchett
353,TN-03,6.340857846104986,2.488792820341067,3.52223110707313,1.5217012378909387,1.9282890012745668,0.1557503378272357,60230.0,135934.0,199005.0,38.04,1.0,0.3705263157894736,0.32499999999999996,TN,0.071,634711.0,486423.0,62500.0,68550.0,0,0,0,0,68550.0,486423.0,2.659886778545354,False,R +0.2,0.0019804113211790986,Meg Gorman,Chuck Fleischmann
354,TN-04,6.3126965897582314,2.932210717480576,3.4406112063672163,1.7567913723594233,1.822006783423289,0.16592319216288734,44628.0,122336.0,173348.0,44.83,1.0,0.42946708463949856,0.3844637273492144,TN,0.071,170488.0,149969.0,0.0,0.0,0,0,0,0,0.0,149969.0,3.99972045075362,False,R +0.9,0.009120712183183666,Wayne Steele,Scott DesJarlais
355,TN-05,6.188050416646777,3.2876564841109364,3.7732967026258213,2.5134479989626772,1.5750963089717782,0.1817358292399513,93375.0,123358.0,220787.0,13.58,0.0,0.1817215727948991,0.115541962456859,TN,0.071,1148560.0,836569.0,1080821.0,1045611.0,98760,0,1367434,948925,2093296.0,2204003.0,0.07400527999544887,False,D +2.7,-0.027357590348661587,Heidi Campbell,Andy Ogles
356,TN-06,6.34115287145968,2.8824739373305905,3.3778502631956857,1.3526468022142786,1.8096363807601141,0.17050320607567762,65598.0,129311.0,194909.0,32.69,1.0,0.33263598326359856,0.29690342886895893,TN,0.071,1043876.0,661314.0,2952.0,4339.0,0,0,0,0,4339.0,661314.0,5.5489714102920695,False,D +5.6,-0.05617944228760702,Randal Cooper,John Rose
357,TN-07,6.18808748350738,2.849760528267819,4.144205074587206,1.936233265747252,1.7236862280613146,0.34595887323132113,68897.0,108358.0,180678.0,21.84,1.0,0.18143459915611815,0.15486516125816263,TN,0.071,1691784.0,1791970.0,0.0,0.0,147318,0,2162,0,147318.0,1794132.0,3.5195492422917307,False,D +1.4,-0.014403370241721697,Odessa Kelly,Mark Green
358,TN-08,6.245249436031402,1.976696728618323,4.228328048879418,1.7418504082935553,1.5279309513901782,0.1554432254307114,51083.0,155556.0,210250.0,49.69,1.0,0.40372670807453415,0.3784780781661581,TN,0.071,1897726.0,1437401.0,1025.0,775.0,0,0,0,0,775.0,1437401.0,7.069632993929783,False,R +3.7,0.03749788525063441,Lynnette Williams,David Kustoff
359,TN-09,4.883512139163996,3.1215042543760534,5.937515150538445,1.8377208136277632,1.3425718766971007,0.14950645565540072,93755.0,35112.0,133859.0,-43.81,-1.0,-0.48347107438016523,-0.48927035580976175,TN,0.071,348932.0,48824.0,544876.0,308392.0,18,0,0,8,308418.0,48824.0,-2.436445097818095,False,D +1.3,-0.012595051769023091,Steve Cohen,Charlotte Bergmann
360,TX-01,6.012399005709536,3.918868432160503,4.270433211793544,1.296766318292185,1.9363786852393432,0.1820171886534708,51438.0,183224.0,234662.0,56.16,0.0,0.4927835051546392,0.4641843146381197,TX,0.07400000000000001,1000598.0,852243.0,128065.0,82073.0,0,0,0,0,82073.0,852243.0,3.2272444519060093,False,R +4.7,0.04725463995277834,Jrmar Jefferson,Nathaniel Moran
361,TX-02,5.758297713031254,4.813496270310347,3.730205276101651,2.693563469432569,1.9432029155411936,0.3727813312147434,78496.0,151791.0,230287.0,31.83,1.0,0.33403582718651204,0.23095099699259514,TX,0.07400000000000001,15348988.0,15417856.0,231492.0,206354.0,0,0,54864,2568,208922.0,15472720.0,6.144098194082006,False,D +3.3,-0.033383746173726137,Robin Fulford,Dan Crenshaw
362,TX-03,5.915569211561494,3.936689093087128,3.4840315171890084,3.8747745605274675,1.900994419900654,0.2765855659979009,100121.0,164240.0,271256.0,23.64,0.0,0.27659574468085113,0.14640770168579476,TX,0.07400000000000001,575419.0,488463.0,450939.0,441131.0,0,0,23566,0,441131.0,512029.0,0.21058352833447797,False,R +3.4,0.03376425765209479,Sandeep Srivastava,Keith Self
363,TX-04,5.99911611836487,3.747415638809343,3.420075244513545,3.681111884472373,2.067005128673923,0.23315592563746976,79179.0,170781.0,256009.0,35.78,1.0,0.359916054564533,0.2628975722216995,TX,0.07400000000000001,853991.0,745853.0,74499.0,44567.0,0,0,1005,0,44567.0,746858.0,3.7939220162861944,False,R +0.7,0.007487185114309736,Iro Omere,Pat Fallon
364,TX-05,5.737859319407645,4.746626989997113,3.9251590071331024,2.6600693963777338,2.0881785999437916,0.20067219829914984,71930.0,135595.0,211965.0,30.04,1.0,0.29886246122026905,0.2270955562798782,TX,0.07400000000000001,1038844.0,966466.0,13686.0,15183.0,0,0,84,0,15183.0,966550.0,5.277171849176832,False,D +3.3,-0.03291885272573408,Tartisha Hill,Lance Gooden
365,TX-06,5.637700041291314,4.964221824817524,3.9635431845911615,2.3977186324330644,2.055797739171248,0.329269573986757,0.0,149321.0,149321.0,100.0,1.0,0.32432432432432434,0.2426395574394713,TX,0.07400000000000001,6684250.0,6170827.0,0.0,0.0,0,0,773748,393038,393038.0,6944575.0,4.1089745799255475,True,,,None,Jake Ellzey
366,TX-07,4.9636098414157654,4.8744659488424,4.3667706570855485,4.484596600956683,1.5756055664799604,0.23778892389941483,115994.0,65835.0,181829.0,-27.59,-1.0,-0.3144058885383806,-0.30143259405480727,TX,0.07400000000000001,191714.0,200247.0,3617550.0,2292107.0,50,301,0,8,2292165.0,200548.0,-3.4507701610388937,False,D +3.2,-0.031719924078330825,Lizzie Fletcher,Johnny Teague
367,TX-08,5.637409531000995,4.939149881109885,3.8226138349867624,2.9263951243288555,2.0219538495428653,0.23887012302103092,68715.0,153127.0,224968.0,37.52,0.0,0.331945889698231,0.27536438658214313,TX,0.07400000000000001,4698728.0,3710769.0,38689.0,39698.0,0,0,1009884,78260,117958.0,4720653.0,5.208297087689751,False,R +1.1,0.010655197098883962,Laura Jones,Morgan Luttrell
368,TX-09,3.896951540951239,5.225879509422043,5.3079240011418145,3.6136054924740604,1.6852210395188059,0.21180904152875124,125446.0,38161.0,163607.0,-53.35,-1.0,-0.5925542916235781,-0.5401189204950686,TX,0.07400000000000001,1111.0,5355.0,405639.0,371957.0,24,0,0,0,371981.0,5355.0,-4.636720461966819,False,D +5.4,-0.05375844216897668,Al Green,Jimmy Leon
369,TX-10,5.918531676379777,4.523057307296918,3.5140265421101153,2.8384235083384963,1.7834321210372857,0.22552510733507114,86404.0,159469.0,251937.0,29.0,1.0,0.27813163481953285,0.19103209367917096,TX,0.07400000000000001,2695446.0,2329795.0,0.0,0.0,0,0,144935,7697,7697.0,2474730.0,7.133440466471824,False,D +2.5,-0.024704682908603115,Linda Nuno,Michae McCaul
370,TX-11,5.606534913038129,5.179550201649741,3.7391361246875157,1.9632948911380337,1.9523726095975427,0.7312436370638301,0.0,151066.0,151066.0,100.0,1.0,0.4395833333333332,0.40940161553580423,TX,0.07400000000000001,2839622.0,1990080.0,0.0,0.0,0,0,986,0,0.0,1991066.0,7.644624941377411,True,,,None,August Pfluger
371,TX-12,5.903508693779388,4.502530494636742,3.696733545051751,2.613682071987421,2.002815136730609,0.32983251881424713,85026.0,152953.0,237979.0,28.54,1.0,0.2700421940928268,0.18430810086307314,TX,0.07400000000000001,1952241.0,1936860.0,50179.0,44513.0,0,0,100,1497,46010.0,1936960.0,5.119395005899777,False,D +1.1,-0.01064267054555701,Trey Hunt,Kay Granger
372,TX-13,5.978100553188565,4.679873186760112,3.091247711490858,2.005294706016479,2.162010123235399,0.23786404703400238,52910.0,161767.0,214677.0,50.71,1.0,0.5376569037656904,0.462240900542471,TX,0.07400000000000001,4754156.0,4246394.0,182210.0,163989.0,0,0,986,0,163989.0,4247380.0,4.612897862725766,False,D +4.3,-0.04319498706032898,Kathleen Brown,Ronny Jackson
373,TX-14,5.833099646442513,4.546999010676335,4.102195410695678,2.165688994521512,1.8131674392619919,0.18092251104130427,63606.0,149543.0,213149.0,40.32,1.0,0.2959501557632398,0.28942788599694547,TX,0.07400000000000001,1017716.0,1027205.0,68851.0,49014.0,0,0,785,0,49014.0,1027990.0,4.136591486325976,False,R +1.6,0.01637507909082392,Mikal Williams,Randy Weber
374,TX-15,4.213316719725524,6.319401392844483,1.3612711676677474,1.2995999231586315,1.4771332434075495,0.10148990472184345,68097.0,80978.0,151889.0,8.48,0.0,-0.13721413721413722,0.02910195243198066,TX,0.07400000000000001,4566758.0,4472533.0,2325021.0,2296378.0,722353,2383354,0,0,3018731.0,6855887.0,1.180732664044724,False,D +2.9,-0.028814690593172904,Michelle Vallejo,Monica De La Cruz
375,TX-16,3.80524526916095,6.3540011554626,2.349013757937312,1.6380564717658659,1.7774546397210977,0.3839854641236356,95510.0,54986.0,150496.0,-26.93,-1.0,-0.4452709883103081,-0.359816368029075,TX,0.07400000000000001,382583.0,385038.0,1289650.0,1271651.0,18,0,0,8,1271677.0,385038.0,-1.6979693863884557,False,R +2.2,0.021759211317787464,Veronica Escobar,Irene Armendariz-Jackson
376,TX-17,5.849187803264013,4.541093291068054,4.087191606175294,2.0520491468141744,1.8556835054028427,0.2478538373542473,72801.0,144408.0,217209.0,32.97,1.0,0.2963350785340313,0.22881874206143848,TX,0.07400000000000001,831537.0,896120.0,0.0,0.0,0,0,3101,0,0.0,899221.0,6.5065591009150765,False,D +1.8,-0.01764461817076235,Mary Jo Woods,Pete Sessions
377,TX-18,4.3516079671380075,5.3507560449868175,5.144297060230286,2.844165703182666,1.8569005832848482,0.32977195939042336,110511.0,40941.0,156268.0,-44.52,-1.0,-0.5375000000000001,-0.49212999183975636,TX,0.07400000000000001,126353.0,119819.0,960952.0,820351.0,0,0,0,0,820351.0,119819.0,-2.6772197628533503,False,D +3.4,-0.03385332043640177,Sheila Jackson Lee,Carmen Maria Montiel
378,TX-19,5.773169804364624,5.1595996697100865,3.0656552170412557,1.7701252678041584,1.8787165131242565,0.22741293724522393,0.0,152321.0,189681.0,80.3,1.0,0.5089192025183631,0.46905146298546985,TX,0.07400000000000001,2059285.0,1732363.0,0.0,0.0,0,0,84,0,0.0,1732447.0,7.444970964089347,True,,,None,Jodey Arrington
379,TX-20,4.374951936678999,6.113477407104084,3.03416997698131,2.5104439417662494,1.9973962467674866,0.41349994290262015,115352.0,53226.0,168599.0,-36.85,-1.0,-0.339001062699256,-0.3363751250184136,TX,0.07400000000000001,150190.0,147146.0,676565.0,593811.0,29,0,2000,0,593840.0,149146.0,-1.9238154315401514,False,D +9.9,-0.09890378750113182,Joaquin Castro,Kyle Sinclair
380,TX-21,5.980700224073216,4.851595103753981,2.439602093539436,2.1870739658458866,1.9132112613119252,0.37351169238093196,122655.0,207426.0,330081.0,25.68,1.0,0.2944915254237288,0.19988988393962126,TX,0.07400000000000001,2289939.0,1459262.0,104974.0,88476.0,0,0,76545,654,89130.0,1535807.0,3.9628946637253017,False,D +4.7,-0.04658051169061783,Claudia Zapata,Chip Roy
381,TX-22,5.531257614530131,4.7710450023546205,3.726306474797803,3.987888364027746,1.5981425262187932,0.19580382121392662,85653.0,150014.0,241215.0,26.68,1.0,0.2531380753138075,0.16258165728320884,TX,0.07400000000000001,1370850.0,995920.0,0.0,0.0,0,0,71012,8,8.0,1066932.0,6.749629652784254,False,D +3.0,-0.03009559256648886,Jamie Jordan,Troy Nehls
382,TX-23,5.011675065552744,5.9312851264625674,2.4893034312783873,2.1100870623888337,1.764131593572536,0.35085504088246433,80947.0,116649.0,208776.0,17.1,1.0,0.04311251314405906,0.07280012955108472,TX,0.07400000000000001,4246081.0,3903144.0,657863.0,654600.0,0,0,1057779,8,654608.0,4960923.0,2.9029381917768378,False,D +0.5,-0.005093807998580141,John Lira,Tony Gonzales
383,TX-24,6.042714650779474,4.0470911610854285,3.120393106887878,3.3677559485435458,1.8571856449982345,0.530085044939791,119878.0,177947.0,297825.0,19.5,1.0,0.25237592397043307,0.12542233574098294,TX,0.07400000000000001,3736753.0,2578108.0,135190.0,118330.0,0,0,0,0,118330.0,2578108.0,4.333967444162985,False,D +4.1,-0.0407809195266933,Jan Mcdowell,Beth Van Duyne
384,TX-25,5.98045547238142,4.306286692517772,3.7373358088526305,2.3757101360170108,2.02110526417346,0.36731237192858623,0.0,185270.0,185270.0,100.0,1.0,0.384133611691023,0.31578979432693255,TX,0.07400000000000001,1692775.0,1352939.0,14402.0,14402.0,0,0,84,8,14410.0,1353023.0,5.80319380141065,True,,,None,Roger Williams
385,TX-26,5.930587925288172,4.171870190846717,3.4376810331032814,3.532047453599408,2.0162119243267824,0.27359453137453565,0.0,183639.0,265023.0,69.29,1.0,0.3227848101265822,0.18818002948546186,TX,0.07400000000000001,1328397.0,1244511.0,0.0,0.0,0,0,103,0,0.0,1244614.0,6.971099756386545,True,,,None,Michael Burgess
386,TX-27,5.406353957221114,5.669898382951007,2.607929202580474,1.6775023746232958,1.764211510394304,0.2273032416984161,73611.0,133416.0,207027.0,28.89,1.0,0.22499999999999987,0.22725047803840503,TX,0.07400000000000001,1049389.0,998555.0,11098.0,4083.0,0,0,1068,0,4083.0,999623.0,6.163718177659938,False,D +6.3,-0.06278570202838013,Maclovio Perez,Michael Cloud
387,TX-28,4.345952601114855,6.206932286017224,2.7356689964913916,1.355517832171692,1.6684120352189309,0.29375462925618606,93803.0,71778.0,165581.0,-13.3,-1.0,-0.19958202716823403,-0.07133504127526336,TX,0.07400000000000001,3458411.0,3388312.0,4625511.0,6070652.0,2393739,8756142,1078116,8485494,16949885.0,13222570.0,-0.35803310162530055,False,D +12.1,-0.12078265716346785,Henry Cuellar,Cassy Garcia
388,TX-29,3.4530615058543632,6.198297216092664,3.9654584436162716,2.0164078841500417,2.0160823949563995,0.20557456696961918,71837.0,28765.0,100602.0,-42.81,-1.0,-0.5145228215767635,-0.3717190784178619,TX,0.07400000000000001,0.0,0.0,938204.0,751031.0,24,0,0,0,751055.0,0.0,-6.249928813215404,False,D +9.0,-0.09003323756937898,Sylvia Garcia,Robert Schafranek
389,TX-30,4.483916817959812,5.044895677541191,5.423213472045225,2.363267023109545,1.8394903234490383,0.20770704589312897,134876.0,39209.0,180513.0,-53.0,0.0,-0.5798146240988671,-0.5744363136854085,TX,0.07400000000000001,61690.0,61683.0,952032.0,783309.0,2872192,25305,0,0,3655501.0,86988.0,-5.24006033038068,False,D +4.1,-0.04125922920028591,Jasmine Crockett,James Rodgers
390,TX-31,5.998905696723603,4.412753682824071,3.3139957795273647,2.679112804440604,2.002347632276874,0.5659747376998131,0.0,183185.0,183185.0,100.0,1.0,0.3197860962566845,0.20633785398619064,TX,0.07400000000000001,1326587.0,1062030.0,0.0,0.0,0,0,405,0,0.0,1062435.0,6.744746398786777,True,,,None,John Carter
391,TX-32,5.21617166576695,5.072475373715113,4.410203103837434,3.425630276327519,1.9044807323068005,0.238962635529421,116005.0,61494.0,177499.0,-30.71,-1.0,-0.2750263435194943,-0.33524682940397044,TX,0.07400000000000001,1826611.0,1826611.0,3367351.0,1520487.0,24,301,0,0,1520511.0,1826912.0,0.2632690998977781,False,D +5.3,-0.05295580208069817,Colin Allred,Antonio Swad
392,TX-33,4.074314570553671,5.79327439494743,4.421088495119381,3.2853392565541757,1.9033008779062344,0.23008278917383443,82081.0,29203.0,114030.0,-46.37,-1.0,-0.5347871235721704,-0.506041356940127,TX,0.07400000000000001,0.0,0.0,1815341.0,1445666.0,24,0,0,0,1445690.0,0.0,-7.185559345393509,False,D +0.9,-0.009266359014839354,Marc Veasey,Patrick Gillespie
393,TX-34,3.398321347468873,6.483833449112815,0.8720384261412399,0.9544578211055604,1.309331788936183,0.09464868839508259,70896.0,59464.0,134439.0,-8.5,-1.0,-0.3770833333333333,-0.1569385522427219,TX,0.07400000000000001,4583501.0,4499197.0,2909098.0,3925644.0,363372,6239144,1840872,5318173,9607189.0,12579213.0,0.38850092085896565,False,D +0.5,-0.005049258903136483,Vicente Gonzalez,Mayra Flores
394,TX-35,4.942716364576926,5.707800802790246,3.895343302239272,2.4856400390031705,2.047087437213203,0.7689241289773826,129599.0,48969.0,178568.0,-45.15,0.0,-0.4520255863539445,-0.4608811935842514,TX,0.07400000000000001,31515.0,28368.0,1710164.0,1504391.0,383036,17000,0,0,1887427.0,45368.0,-5.098848161600887,False,D +5.2,-0.052495289126496814,Greg Casar,Dan McQueen
395,TX-36,5.753872858723984,4.832952181704584,3.7932384939118964,2.5195849273534408,1.8607633011662956,0.19768468499871708,64016.0,145599.0,209615.0,38.92,1.0,0.3450777202072539,0.3198340734437737,TX,0.07400000000000001,1051036.0,900072.0,77614.0,77619.0,0,0,986,500,78119.0,901058.0,3.3700178740378552,False,D +2.5,-0.024658233252169703,Jon Haire,Brian Babin
396,TX-37,5.815159060817367,4.707786396252329,2.9685012262200527,3.6094121468105698,1.8338971956681926,0.298638686784016,219358.0,59923.0,285789.0,-55.79,-1.0,-0.4875675675675676,-0.5381293624941834,TX,0.07400000000000001,9052.0,12433.0,1298224.0,1275924.0,38642,0,0,0,1314566.0,12433.0,-5.883753354185862,False,D +7.7,-0.07683983216740264,Lloyd Doggett,Jenny Garcia Sharon
397,TX-38,5.758411401207322,4.61766454429455,3.5284611136628206,3.618253609651441,1.7764261656704488,0.2392812928863314,92302.0,163597.0,259869.0,27.43,0.0,0.28075709779179814,0.18380507558935877,TX,0.07400000000000001,5767475.0,3960711.0,267130.0,267130.0,0,0,967132,8,267138.0,4927843.0,4.155204520559428,False,D +0.1,-0.0010737342198938737,Duncan Klussmann,Wesley Hunt
398,UT-01,6.347893469240111,3.668053534370762,1.4886060711472429,2.177689995792534,1.649184475894505,0.7977673083742138,87986.0,178434.0,266420.0,33.95,1.0,0.21052631578947367,0.2074749377274272,UT,0.107,1586571.0,1104880.0,0.0,0.0,0,0,46567,0,0.0,1151447.0,6.859779511306943,False,D +0.5,-0.0049251154134651864,Rick Jones,Blake Moore
399,UT-02,6.218090290965982,4.145639735302521,1.594158608609846,2.246476518204796,1.8845202536635284,1.6030567392532185,88224.0,154883.0,259399.0,25.7,1.0,0.207741935483871,0.1780002525803377,UT,0.107,1075220.0,1006651.0,0.0,0.0,0,0,0,0,0.0,1006651.0,6.667680699863724,False,D +4.0,-0.039672756554142374,Nick Mitchell,Chris Stewart
400,UT-03,6.334786924902293,3.5979756392238977,1.1723615301141321,2.2174510897775948,2.0511855706163775,1.2162974135875384,83687.0,182497.0,283380.0,34.87,1.0,0.27724137931034476,0.20077328327641397,UT,0.107,2088358.0,1918418.0,17996.0,18128.0,0,0,192709,0,18128.0,2111127.0,6.2366802173146665,False,R +4.3,0.04329818950170111,Glenn Wright,John Curtis
401,UT-04,6.26287044823598,4.003147537484872,1.4802135738482343,2.3053640196193053,1.636130379407306,1.5115106484378622,82181.0,155110.0,254059.0,28.71,1.0,0.3017241379310345,0.27120015366437134,UT,0.107,3462336.0,3295832.0,171588.0,146718.0,0,0,181232,0,146718.0,3477064.0,4.475770046334328,False,D +7.9,-0.07935056089833015,Darlene McDonald,Burgess Owens
402,VA-01,6.210541078859283,2.4465183989513317,3.92332450274712,2.876181622786667,1.5082005341136144,0.22888489618370644,147229.0,191828.0,342742.0,13.01,1.0,0.14498933901918964,0.06269525008315457,VA,0.068,2112838.0,1739408.0,314866.0,25327.0,1731,0,252,0,27058.0,1739660.0,5.561145767560072,False,D +3.7,-0.037420912174956744,Herb Jones,Rob Wittman
403,VA-02,5.960967385487956,2.865869885994149,4.641246831223229,2.9900150035566844,1.6604748528499038,0.44917362073711126,143219.0,153328.0,296996.0,3.4,-1.0,0.05844845908607854,-0.01949912767724815,VA,0.068,3461292.0,3369443.0,10695235.0,10453366.0,1973337,6052301,2358185,3239658,15666361.0,11779929.0,-0.41103567094854837,False,R +2.2,0.02234467218914436,Elaine Luria,Jen Kiggans
404,VA-03,5.42503625376119,3.0658593929011353,5.535035254675467,2.437207001962791,1.7529612822884153,0.498158019421676,139659.0,67668.0,207850.0,-34.64,-1.0,-0.35095137420718814,-0.3902264025805674,VA,0.068,179774.0,179622.0,845556.0,822787.0,18,0,2500,0,822805.0,182122.0,-2.1159559980286162,False,R +0.5,0.004885179996977906,Bobby Scott,Terry Namkung
405,VA-04,5.529058937374928,3.2108575149844114,5.430820074287031,2.1204336220137274,1.5620576032708735,0.2459918946277277,159044.0,85503.0,244978.0,-30.02,-1.0,-0.32843651626442805,-0.3614012383206222,VA,0.068,324711.0,342515.0,931665.0,1008337.0,18,1132,40450,8,1008363.0,384097.0,-1.3696292357779543,False,R +1.6,0.01607819966681645,Donald McEachin,Leon Benjamin
406,VA-05,6.149507390393995,2.188750460026187,4.506794955773403,1.9870914454839586,1.4276331041346455,0.1488223404407957,129996.0,177191.0,307790.0,15.33,1.0,0.11907270811380388,0.08385114325382759,VA,0.068,1145460.0,1149677.0,876726.0,834593.0,0,0,19694,3304,837897.0,1169371.0,0.47605669848207754,False,R +1.0,0.010206969357594436,Joshua Throneburg,Bob Good
407,VA-06,6.355370172770059,2.883839060113832,3.272594517710748,1.652727916873336,1.5663368628208916,0.16572761352251547,95410.0,173352.0,269234.0,28.95,1.0,0.2717622080679407,0.21862868142895175,VA,0.068,980766.0,921602.0,143024.0,144212.0,0,0,682,0,144212.0,922284.0,2.595854474559169,False,R +0.1,0.0007836154332294676,Jennifer Lewis,Ben Cline
408,VA-07,5.785336834679768,4.028581912921366,4.550932652359963,2.9382542929260653,1.8322897764461137,0.3838665995059119,143357.0,130586.0,274590.0,-4.65,-1.0,-0.023404255319148914,-0.06905949825649482,VA,0.068,3659786.0,3442397.0,8952524.0,9162378.0,4289714,9823122,1711401,9063741,22515833.0,14976920.0,-0.5878765357228547,False,D +1.9,-0.018929629944354875,Abigail Spanberger,Yesli Vega
409,VA-08,5.732630739999726,4.2784511229797655,3.9055929299789187,3.9550736305770577,1.5534923958488371,0.30317759218722345,197760.0,66589.0,268936.0,-48.77,-1.0,-0.5548387096774194,-0.5676822689205159,VA,0.068,290687.0,255757.0,2100889.0,2102213.0,18,0,25051,0,2102231.0,280808.0,-2.8606287580164667,False,R +0.7,0.00660418567289045,Don Beyer,Karina Lipsman
410,VA-09,6.45889792282271,1.789199770100793,2.889491503702336,1.6594326312773424,1.4521050907159654,0.125491082760999,66027.0,182207.0,248792.0,46.7,1.0,0.4309623430962344,0.4237916902204635,VA,0.068,806982.0,610446.0,58627.0,56124.0,0,0,780,0,56124.0,611226.0,3.2318723072254723,False,D +1.0,-0.009606200057174996,Taysha DeVaughan,Morgan Griffith
411,VA-10,5.828547826781417,4.090784323496264,3.445673038104916,4.16459230338655,1.5256809008891872,0.27138259035789514,157405.0,138163.0,296145.0,-6.5,-1.0,-0.08137044967880092,-0.1832926071445371,VA,0.068,3201166.0,3054523.0,3785533.0,5595434.0,36085,74901,99202,39496,5671015.0,3228626.0,-0.8107668384547272,False,R +6.0,0.059813538186110904,Jennifer Wexton,Hung Cao
412,VA-11,5.707284571323437,3.7910913136964424,3.3852473038644324,4.723045254632077,1.2796912705021395,0.28686953789709735,193190.0,95634.0,289676.0,-33.68,-1.0,-0.36490850376749195,-0.41864414911481074,VA,0.068,227518.0,224731.0,2082829.0,1680121.0,143333,0,0,0,1823454.0,224731.0,-2.9654837797396167,False,R +2.3,0.022502702825666576,Gerry Connolly,James Myles
413,VT-AL,6.514165211452347,1.6410153276282116,1.4453156871191943,1.6888961366880968,1.781019686371092,0.13588169730032326,176494.0,78397.0,282566.0,-34.72,0.0,-0.30292397660818715,-0.36598373105613125,VT,0.04,47660.0,42115.0,1864708.0,1787355.0,1587784,0,0,0,3375139.0,42115.0,-6.021372588511255,False,D +0.8,-0.008031238581909461,Becca Balint,Liam Madden
414,WA-01,5.998414283610424,3.244489189355722,2.1688614213208903,4.5071957965294445,1.783424164997456,0.8549033593124988,181992.0,104329.0,286684.0,-27.09,-1.0,-0.2804347826086956,-0.3148103989078055,WA,0.03,184848.0,176564.0,2473292.0,3087063.0,569,0,0,0,3087632.0,176564.0,-4.053423230520985,False,R +4.2,0.04165684092716765,Suzan DelBene,Vincent Cavaleri
415,WA-02,6.2005519968101925,3.471599913065355,2.1627130558134313,3.318901997361368,2.3530961524865033,0.9315818596296869,202980.0,134335.0,337923.0,-20.31,-1.0,-0.19565217391304346,-0.23545862479483226,WA,0.03,141868.0,140469.0,1682589.0,1671462.0,569,0,0,0,1672031.0,140469.0,-3.4826660997845034,False,R +4.1,0.04116738716867932,Rick Larsen,Dan Matthews
416,WA-03,6.310411650775931,3.3067579170204295,1.818201556983229,2.6089615502886923,2.2861696682355075,1.1119835147698618,160314.0,157685.0,319759.0,-0.82,0.0,0.08225108225108224,0.04311908709645951,WA,0.03,3679292.0,3524171.0,3839471.0,3747659.0,0,0,233262,3467080,7214739.0,3757433.0,-0.939363614764064,False,D +5.7,-0.05705947492420708,Marie Gluesenkamp Perez,Joe Kent
